time,NrCellId,supi,tac
2025-02-04 12:44:38.440638062,000000060,208930000000002,000001
2025-02-04 13:32:07.744591704,000000060,208930000000004,000001
2025-02-04 13:38:16.192726608,000000040,208930000000003,000003
2025-02-04 14:36:12.952669310,000000040,208930000000002,000003
2025-02-04 14:54:00.664495486,000000050,208930000000002,000002
2025-02-04 15:09:22.696690089,000000030,208930000000001,000004
2025-02-04 15:23:45.536880976,000000040,208930000000001,000003
2025-02-04 16:11:29.488757248,000000060,208930000000001,000001
2025-02-04 16:13:06.776899848,000000040,208930000000001,000003
2025-02-04 16:25:11.896315363,000000050,208930000000004,000002
2025-02-04 16:38:09.714720282,000000040,208930000000004,000003
2025-02-04 17:04:30.505313616,000000030,208930000000001,000004
2025-02-04 17:09:28.929450939,000000040,208930000000002,000003
2025-02-04 17:52:16.136915137,000000030,208930000000003,000004
2025-02-04 17:54:11.433223615,000000060,208930000000001,000001
2025-02-04 17:57:18.768775799,000000050,208930000000001,000002
2025-02-04 18:01:43.856419725,000000060,208930000000003,000001
2025-02-04 18:47:55.320833839,000000030,208930000000004,000004
2025-02-04 18:57:48.057806971,000000060,208930000000004,000001
2025-02-04 20:03:12.361510565,000000060,208930000000001,000001
2025-02-04 20:04:05.880972430,000000040,208930000000003,000003
2025-02-04 20:06:39.745007442,000000050,208930000000001,000002
2025-02-04 21:12:08.856809837,000000030,208930000000002,000004
2025-02-04 21:12:48.408739416,000000060,208930000000001,000001
2025-02-04 21:15:53.289559276,000000030,208930000000001,000004
2025-02-04 22:02:29.992973961,000000030,208930000000004,000004
2025-02-04 22:48:31.192839336,000000060,208930000000001,000001
2025-02-04 23:15:34.104517794,000000030,208930000000003,000004
2025-02-04 23:32:58.425000807,000000040,208930000000002,000003
2025-02-04 23:35:02.217077892,000000040,208930000000004,000003
2025-02-04 23:38:30.872395039,000000030,208930000000002,000004
2025-02-05 00:02:44.767863714,000000030,208930000000001,000004
2025-02-05 00:49:04.784833650,000000040,208930000000003,000003
2025-02-05 00:57:52.296631145,000000050,208930000000003,000002
2025-02-05 01:06:00.696805349,000000060,208930000000001,000001
2025-02-05 01:07:58.047864704,000000030,208930000000001,000004
2025-02-05 01:33:55.064615603,000000050,208930000000004,000002
2025-02-05 03:05:15.857177305,000000040,208930000000001,000003
2025-02-05 03:05:53.056499589,000000040,208930000000002,000003
2025-02-05 03:11:01.440966523,000000040,208930000000003,000003
2025-02-05 03:17:11.146247338,000000050,208930000000001,000002
2025-02-05 04:35:20.281633965,000000060,208930000000001,000001
2025-02-05 07:33:27.601297641,000000030,208930000000003,000004
2025-02-05 08:33:52.767674263,000000040,208930000000003,000003
2025-02-05 08:44:10.320965857,000000050,208930000000003,000002
2025-02-05 08:58:42.952865033,000000050,208930000000001,000002
2025-02-05 09:11:20.968937412,000000030,208930000000003,000004
2025-02-05 10:50:29.425052512,000000060,208930000000001,000001
2025-02-05 10:52:26.736780484,000000040,208930000000001,000003
2025-02-05 10:59:26.977306519,000000040,208930000000003,000003
2025-02-05 11:14:32.137073250,000000050,208930000000003,000002
2025-02-05 12:09:23.394872127,000000040,208930000000003,000003
2025-02-05 12:17:43.312538035,000000050,208930000000003,000002
2025-02-05 13:00:14.793568102,000000060,208930000000001,000001
2025-02-05 14:29:52.352701809,000000040,208930000000003,000003
2025-02-05 14:38:39.657368070,000000030,208930000000001,000004
2025-02-05 15:40:20.183642599,000000060,208930000000001,000001
2025-02-05 16:50:05.945094407,000000050,208930000000002,000002
2025-02-05 17:52:49.800897184,000000030,208930000000001,000004
2025-02-05 18:14:40.120970469,000000040,208930000000002,000003
2025-02-05 19:36:22.136915551,000000030,208930000000002,000004
2025-02-05 20:00:25.434254806,000000060,208930000000001,000001
2025-02-05 20:02:29.113063132,000000030,208930000000003,000004
2025-02-05 20:07:50.416353207,000000030,208930000000001,000004
2025-02-05 20:48:41.393054384,000000060,208930000000001,000001
2025-02-05 21:07:57.889113902,000000040,208930000000002,000003
2025-02-05 21:33:26.298455885,000000060,208930000000003,000001
2025-02-05 21:54:58.985036112,000000030,208930000000002,000004
2025-02-05 22:17:09.888912993,000000030,208930000000004,000004
2025-02-05 22:47:10.873129946,000000040,208930000000003,000003
2025-02-05 22:53:23.208749270,000000040,208930000000002,000003
2025-02-05 22:58:00.937108206,000000030,208930000000003,000004
2025-02-05 23:28:03.945006376,000000030,208930000000002,000004
2025-02-06 00:11:56.089233045,000000040,208930000000002,000003
2025-02-06 00:15:45.985218428,000000050,208930000000002,000002
2025-02-06 00:54:11.160638485,000000040,208930000000004,000003
2025-02-06 01:35:46.008508511,000000040,208930000000003,000003
2025-02-06 01:42:50.984839567,000000050,208930000000003,000002
2025-02-06 02:21:46.280828219,000000040,208930000000002,000003
2025-02-06 02:25:53.688902584,000000050,208930000000002,000002
2025-02-06 03:27:56.176910596,000000060,208930000000003,000001
2025-02-06 03:53:12.952996889,000000050,208930000000004,000002
2025-02-06 04:16:29.017170923,000000040,208930000000003,000003
2025-02-06 04:53:58.720413612,000000040,208930000000002,000003
2025-02-06 04:58:13.657085757,000000050,208930000000002,000002
2025-02-06 05:31:36.442330100,000000030,208930000000001,000004
2025-02-06 06:12:27.145067748,000000040,208930000000002,000003
2025-02-06 06:59:43.648708751,000000060,208930000000001,000001
2025-02-06 07:02:16.008469634,000000040,208930000000001,000003
2025-02-06 07:34:26.608866745,000000030,208930000000002,000004
2025-02-06 07:57:02.872614821,000000040,208930000000002,000003
2025-02-06 08:05:40.481357578,000000050,208930000000002,000002
2025-02-06 09:00:11.336485117,000000050,208930000000001,000002
2025-02-06 09:35:37.799768422,000000060,208930000000001,000001
2025-02-06 09:35:38.673411322,000000060,208930000000004,000001
2025-02-06 09:38:27.640762744,000000040,208930000000001,000003
2025-02-06 09:48:41.481657361,000000030,208930000000004,000004
2025-02-06 10:20:07.376933624,000000040,208930000000002,000003
2025-02-06 10:31:47.456328650,000000050,208930000000002,000002
2025-02-06 10:54:00.987665477,000000060,208930000000001,000001
2025-02-06 10:56:48.233613317,000000030,208930000000001,000004
2025-02-06 11:25:11.233855092,000000030,208930000000002,000004
2025-02-06 11:32:39.136949097,000000030,208930000000003,000004
2025-02-06 11:48:17.672521028,000000040,208930000000004,000003
2025-02-06 12:04:20.400734651,000000050,208930000000004,000002
2025-02-06 12:23:54.249394878,000000060,208930000000001,000001
2025-02-06 12:38:39.064832174,000000040,208930000000002,000003
2025-02-06 13:40:49.721327865,000000040,208930000000003,000003
2025-02-06 14:02:40.736675216,000000040,208930000000004,000003
2025-02-06 14:37:56.376454588,000000030,208930000000001,000004
2025-02-06 15:20:46.873653857,000000030,208930000000003,000004
2025-02-06 15:38:52.968849320,000000040,208930000000003,000003
2025-02-06 16:47:02.514287924,000000060,208930000000001,000001
2025-02-06 16:48:49.816866058,000000030,208930000000001,000004
2025-02-06 17:20:50.785237113,000000040,208930000000001,000003
2025-02-06 18:13:58.883263533,000000060,208930000000001,000001
2025-02-06 18:22:15.136543091,000000030,208930000000003,000004
2025-02-06 18:53:53.104152742,000000040,208930000000003,000003
2025-02-06 19:00:45.768522404,000000050,208930000000003,000002
2025-02-06 19:36:38.424850562,000000030,208930000000001,000004
2025-02-06 19:48:23.568200127,000000030,208930000000002,000004
2025-02-06 20:13:11.663598375,000000060,208930000000002,000001
2025-02-06 21:32:07.721798671,000000040,208930000000002,000003
2025-02-06 21:54:10.097520667,000000040,208930000000003,000003
2025-02-06 22:07:20.633419188,000000060,208930000000001,000001
2025-02-06 22:09:50.456808972,000000030,208930000000001,000004
2025-02-06 22:49:10.497482693,000000030,208930000000002,000004
2025-02-06 23:50:07.856876762,000000060,208930000000001,000001
2025-02-07 00:01:51.721292059,000000050,208930000000003,000002
2025-02-07 00:06:25.098447373,000000040,208930000000002,000003
2025-02-07 01:32:44.089504197,000000060,208930000000003,000001
2025-02-07 02:01:10.736862655,000000040,208930000000003,000003
2025-02-07 08:02:27.328217485,000000030,208930000000002,000004
2025-02-07 08:38:27.743341695,000000040,208930000000001,000003
2025-02-07 09:46:32.617423690,000000040,208930000000002,000003
2025-02-07 09:51:32.513153814,000000060,208930000000002,000001
2025-02-07 10:12:30.632943199,000000030,208930000000003,000004
2025-02-07 10:48:05.935690229,000000040,208930000000002,000003
2025-02-07 10:55:55.816214954,000000050,208930000000002,000002
2025-02-07 10:59:11.170697546,000000040,208930000000003,000003
2025-02-07 11:13:21.280999512,000000060,208930000000003,000001
2025-02-07 11:43:01.962011397,000000030,208930000000002,000004
2025-02-07 11:47:24.529603563,000000060,208930000000001,000001
2025-02-07 11:52:07.583741104,000000030,208930000000004,000004
2025-02-07 13:03:44.311584622,000000040,208930000000004,000003
2025-02-07 13:05:55.409485262,000000040,208930000000003,000003
2025-02-07 13:14:22.888859519,000000060,208930000000003,000001
2025-02-07 13:43:01.073475081,000000040,208930000000002,000003
2025-02-07 13:48:58.512801873,000000060,208930000000002,000001
2025-02-07 14:00:35.400283634,000000050,208930000000001,000002
2025-02-07 14:01:40.608591462,000000040,208930000000003,000003
2025-02-07 14:44:30.744808886,000000060,208930000000001,000001
2025-02-07 14:47:00.617131580,000000040,208930000000001,000003
2025-02-07 14:57:04.529226212,000000050,208930000000004,000002
2025-02-07 15:00:15.960782354,000000040,208930000000002,000003
2025-02-07 15:05:58.400764510,000000060,208930000000002,000001
2025-02-07 16:02:02.425342579,000000060,208930000000001,000001
2025-02-07 16:42:05.907964332,000000060,208930000000003,000001
2025-02-07 17:32:59.432624437,000000040,208930000000002,000003
2025-02-07 17:34:40.800506883,000000040,208930000000004,000003
2025-02-07 17:52:55.695988770,000000050,208930000000002,000002
2025-02-07 18:54:36.299121836,000000040,208930000000003,000003
2025-02-07 20:10:37.976616916,000000030,208930000000001,000004
2025-02-07 20:44:23.535507423,000000040,208930000000002,000003
2025-02-07 20:51:18.560633359,000000030,208930000000002,000004
2025-02-07 21:33:51.056984527,000000050,208930000000003,000002
2025-02-07 21:49:49.434004178,000000060,208930000000001,000001
2025-02-07 21:56:31.912829979,000000030,208930000000001,000004
2025-02-07 22:45:26.377638498,000000040,208930000000003,000003
2025-02-07 22:57:06.585212135,000000060,208930000000002,000001
2025-02-07 23:03:14.761234579,000000060,208930000000001,000001
2025-02-07 23:03:21.569335890,000000030,208930000000003,000004
2025-02-07 23:05:52.120373504,000000030,208930000000001,000004
2025-02-07 23:51:33.224563496,000000040,208930000000002,000003
2025-02-07 23:56:08.136845740,000000050,208930000000002,000002
2025-02-08 01:14:49.200765786,000000060,208930000000001,000001
2025-02-08 01:58:08.432194944,000000040,208930000000003,000003
2025-02-08 02:09:18.321139620,000000040,208930000000002,000003
2025-02-08 07:49:33.513693403,000000030,208930000000002,000004
2025-02-08 07:50:06.953611600,000000050,208930000000001,000002
2025-02-08 08:03:50.751945080,000000050,208930000000003,000002
2025-02-08 08:57:22.193451367,000000040,208930000000003,000003
2025-02-08 09:06:27.216648224,000000050,208930000000003,000002
2025-02-08 09:25:48.320739165,000000040,208930000000002,000003
2025-02-08 09:59:09.632908786,000000060,208930000000001,000001
2025-02-08 10:12:57.266080411,000000030,208930000000001,000004
2025-02-08 10:56:55.056320777,000000060,208930000000002,000001
2025-02-08 11:10:35.497082550,000000040,208930000000003,000003
2025-02-08 11:21:20.560740138,000000060,208930000000003,000001
2025-02-08 12:28:00.497828459,000000030,208930000000004,000004
2025-02-08 12:30:30.561899046,000000060,208930000000004,000001
2025-02-08 12:50:01.023552805,000000050,208930000000004,000002
2025-02-08 13:06:14.856715367,000000060,208930000000001,000001
2025-02-08 13:15:23.521568583,000000040,208930000000002,000003
2025-02-08 13:20:25.944482842,000000060,208930000000002,000001
2025-02-08 14:09:00.961115110,000000040,208930000000003,000003
2025-02-08 14:43:41.249032017,000000040,208930000000004,000003
2025-02-08 15:01:55.880806411,000000030,208930000000002,000004
2025-02-08 16:12:34.737596457,000000050,208930000000002,000002
2025-02-08 16:50:11.785434707,000000050,208930000000004,000002
2025-02-08 17:20:24.217278757,000000050,208930000000003,000002
2025-02-08 17:44:53.537856077,000000050,208930000000001,000002
2025-02-08 17:49:50.961556875,000000060,208930000000001,000001
2025-02-08 19:03:08.872724700,000000040,208930000000003,000003
2025-02-08 19:13:16.417145153,000000060,208930000000003,000001
2025-02-08 19:17:46.592945677,000000060,208930000000002,000001
2025-02-08 19:57:51.472821559,000000040,208930000000003,000003
2025-02-08 20:10:31.591977183,000000060,208930000000004,000001
2025-02-08 20:13:04.153403490,000000030,208930000000003,000004
2025-02-08 21:51:56.521020608,000000060,208930000000003,000001
2025-02-08 21:53:29.064853249,000000030,208930000000004,000004
2025-02-08 22:03:39.665898257,000000040,208930000000002,000003
2025-02-08 22:08:44.592419488,000000030,208930000000002,000004
2025-02-08 22:09:41.953097339,000000040,208930000000004,000003
2025-02-08 22:46:56.936522005,000000040,208930000000003,000003
2025-02-08 22:55:39.440732385,000000060,208930000000003,000001
2025-02-09 00:30:05.344889014,000000040,208930000000002,000003
2025-02-09 00:40:42.065032199,000000040,208930000000003,000003
2025-02-09 08:03:48.041167863,000000060,208930000000002,000001
2025-02-09 08:42:37.984913752,000000060,208930000000003,000001
2025-02-09 09:00:22.560701035,000000050,208930000000004,000002
2025-02-09 09:25:51.881068397,000000050,208930000000001,000002
2025-02-09 09:29:24.121136564,000000040,208930000000002,000003
2025-02-09 09:34:46.528827675,000000060,208930000000002,000001
2025-02-09 09:43:41.104738631,000000040,208930000000004,000003
2025-02-09 10:19:31.417487334,000000060,208930000000001,000001
2025-02-09 11:11:34.944729870,000000050,208930000000001,000002
2025-02-09 11:24:35.256777407,000000040,208930000000001,000003
2025-02-09 11:35:13.272960161,000000040,208930000000002,000003
2025-02-09 11:41:13.208711687,000000050,208930000000002,000002
2025-02-09 12:04:37.856145738,000000040,208930000000003,000003
2025-02-09 12:14:10.401042674,000000060,208930000000003,000001
2025-02-09 12:22:54.433007441,000000060,208930000000001,000001
2025-02-09 13:20:40.592524680,000000060,208930000000002,000001
2025-02-09 13:23:10.568869583,000000040,208930000000003,000003
2025-02-09 13:32:30.585432464,000000030,208930000000003,000004
2025-02-09 14:17:42.672085161,000000050,208930000000004,000002
2025-02-09 14:28:34.425239910,000000040,208930000000002,000003
2025-02-09 15:38:22.937073468,000000030,208930000000001,000004
2025-02-09 16:26:42.786230864,000000060,208930000000001,000001
2025-02-09 16:44:45.273242666,000000040,208930000000003,000003
2025-02-09 17:07:39.256947769,000000040,208930000000004,000003
2025-02-09 18:24:37.472688871,000000030,208930000000003,000004
2025-02-09 19:29:37.480319158,000000030,208930000000001,000004
2025-02-09 20:25:20.504812614,000000040,208930000000003,000003
2025-02-09 20:35:08.041729173,000000030,208930000000003,000004
2025-02-09 20:52:04.521069927,000000060,208930000000001,000001
2025-02-09 20:54:46.881017486,000000050,208930000000001,000002
2025-02-09 22:20:32.081519303,000000050,208930000000002,000002
2025-02-09 22:28:01.104819866,000000060,208930000000001,000001
2025-02-09 22:44:35.329624167,000000040,208930000000003,000003
2025-02-10 00:45:31.192483179,000000040,208930000000002,000003
2025-02-10 01:49:58.513237563,000000030,208930000000003,000004
2025-02-10 02:07:53.184908209,000000050,208930000000002,000002
2025-02-10 03:27:32.433758833,000000040,208930000000002,000003
2025-02-10 03:59:54.408918452,000000040,208930000000003,000003
2025-02-10 07:04:42.577339666,000000050,208930000000001,000002
2025-02-10 07:15:40.153318957,000000040,208930000000001,000003
2025-02-10 07:44:58.065035006,000000050,208930000000003,000002
2025-02-10 08:34:19.537846917,000000060,208930000000001,000001
2025-02-10 09:59:17.504855780,000000060,208930000000002,000001
2025-02-10 10:11:50.799513316,000000040,208930000000003,000003
2025-02-10 10:22:08.458843203,000000050,208930000000003,000002
2025-02-10 11:50:13.680768647,000000040,208930000000002,000003
2025-02-10 11:55:23.816771960,000000030,208930000000004,000004
2025-02-10 12:17:10.704998405,000000040,208930000000003,000003
2025-02-10 12:32:00.873679801,000000050,208930000000003,000002
2025-02-10 12:36:35.223757000,000000050,208930000000001,000002
2025-02-10 13:19:19.345132212,000000060,208930000000001,000001
2025-02-10 13:36:12.817290699,000000030,208930000000002,000004
2025-02-10 14:18:05.185696869,000000040,208930000000002,000003
2025-02-10 14:22:00.080856154,000000060,208930000000002,000001
2025-02-10 14:23:27.369465174,000000040,208930000000004,000003
2025-02-10 14:31:25.882295422,000000030,208930000000001,000004
2025-02-10 14:45:01.297068506,000000040,208930000000003,000003
2025-02-10 14:56:11.368981343,000000060,208930000000003,000001
2025-02-10 15:07:19.074580666,000000060,208930000000001,000001
2025-02-10 15:09:23.967633740,000000040,208930000000001,000003
2025-02-10 16:14:04.921118011,000000060,208930000000001,000001
2025-02-10 16:20:27.104529890,000000040,208930000000002,000003
2025-02-10 16:55:23.223896291,000000050,208930000000001,000002
2025-02-10 17:09:23.560756715,000000040,208930000000001,000003
2025-02-10 17:38:33.792563086,000000030,208930000000002,000004
2025-02-10 17:46:49.129506847,000000040,208930000000003,000003
2025-02-10 18:05:05.992456761,000000060,208930000000001,000001
2025-02-10 18:08:13.376693022,000000030,208930000000001,000004
2025-02-10 20:04:28.633798693,000000040,208930000000002,000003
2025-02-10 20:04:34.481046943,000000060,208930000000001,000001
2025-02-10 20:11:21.953083179,000000030,208930000000001,000004
2025-02-10 20:16:23.728977165,000000030,208930000000002,000004
2025-02-10 21:24:39.976764292,000000030,208930000000004,000004
2025-02-10 21:44:44.192665105,000000060,208930000000001,000001
2025-02-10 21:53:09.008788600,000000040,208930000000002,000003
2025-02-10 22:00:09.008767112,000000030,208930000000002,000004
2025-02-10 22:18:31.361385472,000000030,208930000000003,000004
2025-02-10 23:41:12.417225476,000000040,208930000000002,000003
2025-02-10 23:48:53.737716837,000000040,208930000000003,000003
2025-02-11 00:14:34.048974160,000000060,208930000000004,000001
2025-02-11 03:01:35.552749516,000000040,208930000000004,000003
2025-02-11 07:35:28.376341601,000000050,208930000000003,000002
2025-02-11 07:58:53.648674756,000000060,208930000000002,000001
2025-02-11 09:08:34.912336470,000000040,208930000000002,000003
2025-02-11 09:15:07.354087276,000000060,208930000000002,000001
2025-02-11 10:42:34.136629637,000000030,208930000000004,000004
2025-02-11 10:52:45.559338040,000000040,208930000000003,000003
2025-02-11 11:08:33.242403028,000000060,208930000000003,000001
2025-02-11 11:18:13.920621506,000000030,208930000000001,000004
2025-02-11 11:29:13.304270244,000000040,208930000000002,000003
2025-02-11 11:35:10.687544552,000000030,208930000000002,000004
2025-02-11 12:27:15.719577835,000000060,208930000000001,000001
2025-02-11 13:34:59.471447529,000000040,208930000000003,000003
2025-02-11 13:43:39.471470355,000000060,208930000000003,000001
2025-02-11 13:47:18.567543458,000000030,208930000000001,000004
2025-02-11 14:47:02.497050719,000000040,208930000000004,000003
2025-02-11 15:06:46.887653951,000000040,208930000000002,000003
2025-02-11 15:12:59.223685426,000000050,208930000000002,000002
2025-02-11 15:13:55.648987217,000000060,208930000000001,000001
2025-02-11 15:44:51.384967644,000000050,208930000000004,000002
2025-02-11 17:00:03.641519357,000000040,208930000000003,000003
2025-02-11 17:08:03.632743107,000000030,208930000000003,000004
2025-02-11 17:10:07.392581442,000000040,208930000000002,000003
2025-02-11 17:14:02.488627661,000000030,208930000000002,000004
2025-02-11 18:13:09.928568449,000000040,208930000000004,000003
2025-02-11 19:06:40.465232619,000000040,208930000000003,000003
2025-02-11 19:15:30.480363204,000000030,208930000000003,000004
2025-02-11 20:03:33.417015506,000000040,208930000000002,000003
2025-02-11 20:29:48.593666510,000000030,208930000000001,000004
2025-02-11 20:39:35.185067608,000000040,208930000000003,000003
2025-02-11 21:35:55.440026733,000000050,208930000000002,000002
2025-02-11 22:01:38.553868350,000000060,208930000000002,000001
2025-02-11 22:21:20.888625663,000000050,208930000000004,000002
2025-02-11 22:59:28.215861489,000000060,208930000000001,000001
2025-02-11 23:02:08.089567615,000000050,208930000000001,000002
2025-02-11 23:05:30.641247478,000000040,208930000000002,000003
2025-02-11 23:10:35.561304096,000000030,208930000000002,000004
2025-02-12 01:25:38.145109965,000000060,208930000000001,000001
2025-02-12 01:36:33.064494253,000000040,208930000000004,000003
2025-02-12 02:11:36.208295727,000000040,208930000000002,000003
2025-02-12 07:30:51.360784118,000000050,208930000000003,000002
2025-02-12 07:41:21.817656622,000000050,208930000000004,000002
2025-02-12 07:59:40.408709348,000000030,208930000000001,000004
2025-02-12 08:25:23.120685687,000000030,208930000000002,000004
2025-02-12 08:31:33.026299914,000000040,208930000000004,000003
2025-02-12 09:16:42.256430179,000000060,208930000000001,000001
2025-02-12 10:25:43.688933577,000000040,208930000000003,000003
2025-02-12 10:37:18.728652143,000000030,208930000000003,000004
2025-02-12 11:02:39.144320490,000000050,208930000000004,000002
2025-02-12 11:09:55.169206668,000000040,208930000000002,000003
2025-02-12 11:14:35.065590450,000000060,208930000000002,000001
2025-02-12 11:46:32.889765562,000000040,208930000000004,000003
2025-02-12 11:47:16.400786232,000000050,208930000000001,000002
2025-02-12 11:50:58.091806480,000000040,208930000000003,000003
2025-02-12 11:50:58.198628209,000000040,208930000000002,000003
2025-02-12 11:52:02.928282360,000000030,208930000000001,000004
2025-02-12 11:55:20.506363263,000000030,208930000000002,000004
2025-02-12 12:02:13.765076851,000000040,208930000000002,000003
2025-02-12 12:02:13.793268400,000000060,208930000000001,000001
2025-02-12 12:06:58.736767094,000000030,208930000000002,000004
2025-02-12 12:08:58.784727816,000000030,208930000000003,000004
2025-02-12 13:01:40.039460721,000000060,208930000000003,000001
2025-02-12 13:15:25.568515813,000000030,208930000000004,000004
2025-02-12 13:18:35.648615077,000000060,208930000000004,000001
2025-02-12 13:42:33.720340405,000000050,208930000000004,000002
2025-02-12 13:46:05.504449723,000000040,208930000000002,000003
2025-02-12 13:51:07.929307702,000000030,208930000000002,000004
2025-02-12 13:52:21.418457472,000000030,208930000000001,000004
2025-02-12 14:02:37.529987570,000000040,208930000000003,000003
2025-02-12 14:11:14.896862643,000000050,208930000000003,000002
2025-02-12 15:21:05.082435649,000000060,208930000000002,000001
2025-02-12 15:50:31.792609662,000000040,208930000000004,000003
2025-02-12 16:05:14.313264563,000000040,208930000000002,000003
2025-02-12 16:11:34.249629428,000000060,208930000000002,000001
2025-02-12 16:15:38.521238213,000000060,208930000000001,000001
2025-02-12 17:16:41.656872438,000000040,208930000000002,000003
2025-02-12 17:28:13.425632294,000000040,208930000000003,000003
2025-02-12 18:37:38.801962765,000000030,208930000000003,000004
2025-02-12 18:59:31.328643590,000000030,208930000000004,000004
2025-02-12 19:10:24.088818047,000000060,208930000000004,000001
2025-02-12 19:22:56.625173782,000000030,208930000000001,000004
2025-02-12 20:28:45.513404563,000000060,208930000000001,000001
2025-02-12 20:43:49.255902433,000000040,208930000000003,000003
2025-02-12 21:06:24.608902088,000000030,208930000000002,000004
2025-02-12 22:22:42.520842622,000000030,208930000000001,000004
2025-02-12 22:45:56.992968740,000000060,208930000000002,000001
2025-02-12 23:26:17.201299372,000000040,208930000000002,000003
2025-02-12 23:33:02.217673724,000000030,208930000000002,000004
2025-02-12 23:34:41.312872454,000000060,208930000000003,000001
2025-02-13 02:13:12.384939924,000000040,208930000000003,000003
2025-02-13 02:27:11.904791084,000000040,208930000000002,000003
2025-02-13 03:04:50.465089402,000000040,208930000000004,000003
2025-02-13 03:13:08.850146825,000000060,208930000000001,000001
2025-02-13 07:24:28.033016754,000000060,208930000000003,000001
2025-02-13 07:53:21.417415913,000000050,208930000000002,000002
2025-02-13 08:12:00.994162125,000000030,208930000000003,000004
2025-02-13 10:29:08.313905417,000000040,208930000000003,000003
2025-02-13 10:39:43.352889389,000000060,208930000000003,000001
2025-02-13 13:15:22.696433715,000000040,208930000000003,000003
2025-02-13 13:20:36.560820913,000000060,208930000000002,000001
2025-02-13 13:27:37.802648655,000000050,208930000000003,000002
2025-02-13 13:47:55.904835447,000000050,208930000000004,000002
2025-02-13 14:07:30.944888169,000000040,208930000000002,000003
2025-02-13 14:12:43.345580838,000000060,208930000000002,000001
2025-02-13 14:38:20.727794175,000000050,208930000000002,000002
2025-02-13 14:38:20.799275966,000000030,208930000000003,000004
2025-02-13 14:39:23.049704756,000000040,208930000000002,000003
2025-02-13 16:29:44.809153010,000000040,208930000000004,000003
2025-02-13 16:49:22.199712514,000000040,208930000000003,000003
2025-02-13 17:01:09.833555608,000000060,208930000000003,000001
2025-02-13 17:26:34.498856294,000000030,208930000000001,000004
2025-02-13 17:48:23.672704620,000000030,208930000000002,000004
